,sentence1,sentence2,label,idx,GPT3.5Turbo_prediction
300,"The ruling ``is so wrong that we are extremely confident that it will not withstand our appeal to the Sixth Circuit , ' ' Taubman Centers said in a statement .","The statement concluded , "" This ruling is so wrong that we are extremely confident that it will not withstand our appeal "" to the 6th U.S. Circuit Court .",1,300,1
301,Authorities did not immediately release the identities of the victims pending family notification .,Neither authorities nor Granquist would release identities of the victims pending family notification .,1,301,0
302,"The technology-laced Nasdaq Composite Index .IXIC fell 23.54 points , or 1.42 percent , to 1,630.08 .","The broader Standard & Poor 's 500 Index .SPX gave up 11.91 points , or 1.19 percent , at 986.60 .",0,302,0
303,"The cuts are expected to save Texas consumers more than $ 510 million , and most policyholders will see reductions , Black said .","The reductions are expected to save Texas consumers $ 510 million , and most policyholders will see reductions , said Robert Black , an Insurance Department spokesman .",1,303,1
304,"In New Hampshire yesterday , Mr Bush reiterated Saddam 's regime "" possessed and used weapons of mass destruction , sponsored terrorist groups and inflicted terror on its own people "" .",""" The regime of Saddam Hussein possessed and used weapons of mass destruction , sponsored terrorist groups and inflicted terror on its own people . """,1,304,1
305,The final round of the bee will be broadcast on ESPN at 1 p.m. Thursday .,"At least 80 will make it to Thursday 's final rounds of competition , which will be broadcast on ESPN .",0,305,0
306,"At Tuesday 's arraignment hearing , Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements .",At the hearing he pleaded not guilty to the burial service fraud and false statements charges .,1,306,0
307,"To put it very simply , Antetonitrus is Brontosaurus 's older brother , hence the name .","Antetonitrus was brontosaurus ' older brother , hence the name .",1,307,1
308,But church members and observers say they expect that the decision could be problematic for many Episcopalians .,But church members and observers say they anticipate that the decision here could pose doctrinal problems for some Episcopalians who believe the Bible prohibits homosexuality .,1,308,0
309,Bush already is halfway to his goal of raising $ 150 million to $ 170 million for next year 's primaries .,He is roughly halfway to his goal of raising between $ 150 million and $ 170 million in the primaries .,1,309,1
310,""" Turning the corner does not mean we 've crossed the finish line , "" Gregory told reporters .",""" But turning the corner doesn 't mean crossing the finish line , "" Gregory said at the bishops ' annual meeting here .",1,310,1
311,The latest raid came as US lawmakers debate a report that accuses Saudi Arabia of not doing enough to counter terrorism .,The latest in the kingdom 's almost weekly raids on alleged terror cells comes after a US Congress report accused Saudi Arabia of not doing enough to counter terrorism .,1,311,1
312,Doctors who knowingly violate the ban could face up to two years in prison .,"Under the measure , doctors who perform the procedure would be subject to two years in prison and unspecified fines .",0,312,0
313,"The delegation leaves Chicago today , then will take another week to ready the remains for reburial .","They leave Chicago on Saturday , then will take another week to ready the remains for reburial .",1,313,1
314,"As planned , the services will be rolled into Yukon when it ships ( see story ) .","The reporting services will also be rolled into Yukon as planned , sources said .",1,314,1
315,Toronto Police Chief Chief Julian Fantino confirmed Friday morning that a man had been arrested in the slaying of Toronto girl Holly Jones .,Toronto Police Chief Julian Fantino said Friday morning that an arrest has been made in the slaying of local girl Holly Jones .,1,315,1
316,They later fell out and have backed a series of rival Congolese militias in recent years .,"The two invading countries later fell out , and have since backed rival factions .",1,316,0
317,Marshall pressed the practical case that a quite similar civil-rights bill based on the 14th Amendment was struck down by the Supreme Court in 1883 .,Mr. Marshall pressed the practical case that quite similar rights legislation based on the 14th Amendment had been struck down by the Supreme Court in 1883 .,1,317,1
318,But she said it will be difficult for investigators to directly tie any decline in shuttle funding to the February disaster .,She cautioned that it will be difficult for investigators to tie any decline in shuttle funding directly to the February tragedy .,1,318,1
319,The Toronto Stock Exchange opened on time and slightly lower .,The Toronto Stock Exchange said it will be business as usual on Friday morning .,0,319,0
320,The special tests were developed to measure student progress in meeting the state 's standards for the content taught in each grade .,The tests measure how well students are meeting the state 's standards for learning the content taught in each grade .,1,320,1
321,"At least 1,750 people were ordered to evacuate their homes shortly before 9 a.m. as a precaution , said Steve Powers , Marquette County administrator .","At least 1,752 people were ordered to evacuate their homes in the north part of Marquette about 8 : 45 a.m. EDT , said Steve Powers , Marquette County administrator .",1,321,0
322,"It is essential that proceedings against accused terrorists both be fair and appear fair to outside observers , he said .","It is essential that the proceedings against accused terrorists be fair -- and appear to be so to outside observers , Sonnett said .",1,322,1
323,Some 95 million Americans -- half of all households -- invest in mutual funds .,About half of all U.S. households have money in mutual funds .,1,323,1
324,The technology is available for download on the Microsoft Developer Network ( MSDN ) site .,WSE version 2 is available from Microsoft 's developer Web site .,1,324,0
325,Meningitis is an infection of the spinal cord fluid and the tissue around the brain .,Meningitis is an infection of the fluid in a person 's spinal cord and around the brain .,1,325,1
326,It is for that reason that legal scholars said the Denver ruling is at least plausible .,It is for that reason that legal scholars said Judge Nottingham 's decision was at least plausible .,1,326,1
327,"The blue-chip Dow Jones industrial average .DJI finished down 31.23 points , or 0.33 percent , at 9,317.64 .","In the first hour of trading , the Dow Jones industrial average was down 27.02 , or 0.3 percent , 9,321.84 , having lost 74.81 on Friday .",0,327,0
328,School officials said Van-Vliet reported the accident using the bus ’ radio .,"Van-Vliet , who was also injured , called in the accident on the school bus radio .",0,328,1
329,"The broader Standard & Poor 's 500 Index .SPX shed 1.8 points , or 0.18 percent , to 991 .","The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points , or 1.39 percent , at 1,739.87 .",0,329,0
330,But he said labor would see whether other senators can increase the value of awards proposed by Hatch and create a mechanism to ensure the fund remains solvent .,Democrats now hope to increase the value of awards proposed by Hatch and to create a mechanism to ensure the fund remains solvent .,1,330,1
331,"He was referring to John S. Reed , the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .","Next week , John S. Reed , the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange , will take up his position .",0,331,1
332,Ohio Attorney General Jim Petro hailed the appellate court ruling .,"Ohio Attorney General Jim Petro was pleased by the ruling , spokesman Mark Gribben said .",1,332,1
333,"In an appearance before a parliamentary committee on Tuesday , Mr. Blair suggested that only "" evidence of weapons programs "" rather than the weapons themselves would be uncovered .","On Tuesday , Blair suggested that only "" evidence of weapons programs "" rather than the weapons themselves would be uncovered .",1,333,1
334,The banks neither admit nor deny the SEC charges under the settlements .,The banks neither admitted nor denied the charges as part of the agreement .,1,334,1
335,But 13 people have been killed since 1900 and hundreds injured .,Runners are often injured by bulls and 13 have been killed since 1900 .,0,335,0
336,"On the other hand , if this will help further establish Steve 's innocence , we welcome it . ""","If draining the ponds in Maryland will further help establish Steve 's innocence , we welcome it . """,1,336,1
337,"The April 19 , 1995 , bombing of the Alfred P. Murrah Federal Building came on the second anniversary of the fiery end of the Branch Davidian siege in Waco , Texas .","The April 19 , 1995 , bombing came on the second anniversary of the end of the Branch Davidian siege in Waco , Texas .",1,337,1
338,The year-ago comparisons were restated to include Compaq results .,The year-ago numbers do not include figures from Compaq Computer .,0,338,0
339,"Investment bank Merrill Lynch raised its investment rating on the business software maker Oracle to "" buy "" from "" neutral "" with a 12-month price target of $ 15 .","Merrill Lynch upgraded the business software maker to "" buy "" from "" neutral "" with a 12-month price target of $ 15 .",1,339,1
340,"The report confirmed the ACLU 's view that the civil liberties and rights of immigrants "" were trampled in the aftermath of 9 / 11 , "" said Romero .","The inspector general 's findings confirm our long-held view that civil liberties and the rights of immigrants were trampled in the aftermath of 9 / 11 . """,1,340,1
341,"The report also claims that there will be up to 9.3 million visitors to hot spots this year , up again from the meagre 2.5 million in 2002 .","There will be 9.3 million visitors to hot spots in 2003 , up from 2.5 million in 2002 , Gartner said .",1,341,1
342,United is working closely with the Air Transportation Stabilization Board to replace the aspects of its loan guarantee bid that were rejected as inadequate in December .,United is working closely with the ATSB to replace those aspects of the company 's original loan guarantee bid that were rejected as inadequate in December .,1,342,1
343,The moves came within four days of the crash and before the National Transportation Safety Board finished investigating .,The promises of lawsuits came within four days of the crash and before the National Transportation Safety Board had finished the investigation .,1,343,1
344,"On Tuesday , the central bank left interest rates steady , as expected , but also declared that overall risks were weighted toward weakness and warned of deflation risks .","The central bank 's policy board left rates steady for now , as widely expected , but surprised the market by declaring that overall risks were weighted toward weakness .",0,344,0
345,"The Standard & Poor 's 500 index advanced 6.48 , or 0.7 per cent , to 990.51 .","The broader Standard & Poor 's 500 Index .SPX rose 6.48 points , or 0.66 percent , to 990.51 .",1,345,0
346,They also found shortness was associated with a family history of hearing loss .,Shortness was found twice as often in those with hearing loss .,1,346,0
347,He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers .,He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers — perhaps before the 2004 elections .,0,347,1
348,"On Friday , the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun .","Yesterday , the Concorde seemed to launch itself straight out of the rising sun .",1,348,0
349,"Navistar shares were down 44 cents , or 1.1 percent , at $ 41.19 on the New York Stock Exchange after falling as low as $ 39.93 .",Navistar shares rose a penny to $ 41.64 at late afternoon on the New York Stock Exchange after earlier falling as low as $ 39.93 .,0,349,0
350,Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover .,"Steve Squyres , a Cornell University scientist , is principal investigator for the missions ' science instruments .",1,350,0
351,The appeals court judges were in sharp disagreement over what should be done when they ruled in February .,The appellate judges were in sharp disagreement when they ruled in February .,1,351,1
352,"Bremer , 61 , is a onetime assistant to former Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989 .","Bremer , 61 , is a former assistant to former Secretaries of State William P. Rogers and Henry Kissinger .",0,352,0
353,"Another is investor disenchantment with US investments , leading them to pull out of US assets - selling dollars as they do so and driving the dollar exchange rate down .","Another is investor disenchantment with U.S. investments , leading them to pull out of U.S. assets--selling dollars as they do so , and driving its exchange rate down .",1,353,1
354,Mr Morse is charged with assault and Mr Darvish is charged with filing a false report .,His partner Bijan Darvish is charged with filing a false police report .,0,354,0
355,"The best-performing stock was Altria Group Inc . , which rose more than 27 percent to close at $ 42.31 a share .","Altria Group Inc . MO.N fell 50 cents , or 1.2 percent , to $ 41.81 .",0,355,0
356,""" Whatever has happened to you by way of punishment is certainly more than enough , "" Covello told the 49-year-old , whose family , friends and supporters filled half the courtroom .",""" What has happened to you , sir , by way of punishment , is certainly more than enough , "" Covello said .",0,356,1
357,"Eight firefighters also suffered minor injuries , including burns , heat exhaustion , bruises and muscle strain , and were treated and released from the hospital , fire officials said .","Eight firefighters also suffered minor injuries , including burns , heat , bruises and muscle strain , fire officials said .",0,357,1
358,"Hundreds of soldiers took part in the early morning raid , an apparent signal to Hamas that Israel would not limit itself to airstrikes in Gaza .","Hundreds of soldiers were involved , an apparent signal to Hamas that Israel would not limit itself to air strikes in Gaza .",1,358,1
359,State health officials said today a young northeast Kansas woman likely has the state 's first case of monkeypox among humans or animals .,Health officials confirmed today that a northeast Kansas woman has the state 's first case of monkeypox and the first case west of the Mississippi River .,0,359,0
360,"Last year , he made an unsuccessful bid for the Democratic nomination for governor .","He ran last year for the Democratic nomination for Texas governor , but lost the primary to multimillionaire Tony Sanchez .",1,360,0
361,"Search technology powerhouse Google has released a new beta of its popular Internet Explorer toolbar , adding bells and whistles for surfers .","Search technology powerhouse Google has released a new beta of its popular toolbar for Internet Explorer , adding a pop-up blocker , a controversial Blogger feature , and form-filling functionality .",1,361,0
362,"The last time the S & P had a larger one-day point loss was also May 19 , when it gave back 23.53 to close at 920.77 .","The last time it had a larger one-day loss was July 1 , 2002 , when it shed 59.41 to close at 1,403.80 .",1,362,0
363,"I was going to the court believing I could do this , only if I played my best tennis .",""" I was believing that I was confident I could do this , but only in the case I would play my best tennis .",1,363,0
364,"A promotional poster , complete with countdown dial , reminds readers of the upcoming release of "" Harry Potter and the Order of the Phoenix . ""","The crates are full of hardback copies of "" Harry Potter and the Order of the Phoenix . """,0,364,0
365,Texans saddled with skyrocketing homeowners premiums might finally be getting relief .,Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums .,1,365,1
366,"The tech-laced Nasdaq Composite Index gained 2.90 points , or 0.18 percent , to 1,606.87 .","At 12 : 10 p.m. EDT , Canada 's benchmark S & P / TSX composite index was up 6.87 points or 0.1 per cent to 6,979.29 .",0,366,0
367,The tech-heavy Nasdaq composite index shot up 5.7 percent for the week .,"The Nasdaq composite index advanced 20.59 , or 1.3 percent , to 1,616.50 , after gaining 5.7 percent last week .",0,367,0
368,"Lowe 's , with about half as many stores , reported a 33 percent increase in third-quarter profit behind a 12 percent jump in same-store sales .",Home Depot reported a 22 percent jump in third-quarter profit behind a nearly 8 percent rise in same-store sales .,0,368,0
369,Blair 's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action .,Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq .,1,369,0
370,Part of the accord was the implementation of a special health council that would monitor health spending and progress in reforming the health system .,"A key portion of the accord was the implementation of a special council to monitor health spending , set goals for the system and measure progress in reforming health care .",0,370,1
371,Delta personnel at Atlanta 's Hartsfield-Jackson International Airport scrambled all day to find alternate flights including seats on other airlines for passengers .,"Delta personnel at Hartsfield-Jackson International Airport were scrambling all day to find alternate flights -- even on other airlines , when necessary -- to move the inconvenienced passengers .",1,371,1
372,"Three undocumented immigrants were found dead inside a railroad hopper car Tuesday , two days after fellow immigrants escaped the sweltering car and left behind their weakened companions .",The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left their weakened companions behind .,1,372,1
373,A company spokeswoman declined to say how much Qwest receives in annual revenue from government contracts .,"A Qwest spokeswoman , Kate Varden , declined to say how much in sales the company received from the United States government .",1,373,0
374,"For the week ended June 15 , a total of 28.2 million DVDs were rented in the United States , compared with 27.3 million VHS cassettes .","The Video Software Dealers Association said 28.2 million DVDs were rented out last week , compared to 27.3 million VHS cassettes .",1,374,1
375,"Genentech Inc . , the world 's second-biggest biotechnology company , and Xoma Ltd. said their Rapitva drug failed to help patients with rheumatoid arthritis in a study .","Genentech Inc . , the world 's second-largest biotechnology company , and Xoma Ltd. said they will terminate Phase II testing of their Raptiva rheumatoid-arthritis drug after finding no benefit for patients .",0,375,0
376,"PeopleSoft will commit $ 863 million in cash and issue 52.6 million new shares , the companies said .","The new deal would be valued at $ 1.75 billion , including $ 863 million in cash and 52.6 million PeopleSoft shares .",0,376,1
377,"Halliburton on Tuesday reiterated its contention that KBR had "" delivered fuel to Iraq at the best value , the best price and the best terms "" .",""" We believe KBR delivered fuel to Iraq at the best value , the best price and the best terms , "" Halliburton spokeswoman Wendy Hall said .",1,377,1
378,He had been arrested twice before for trespassing and barred from the complex - home to his mother and two children .,He had been arrested twice before for trespassing and was barred from the complex .,0,378,1
379,"The technology-laced Nasdaq Composite Index < .IXIC > rose 17.26 points , or 1.06 percent , to 1,640.06 , based on the latest data .","The broader Standard & Poor 's 500 Index < .SPX > gained 5.51 points , or 0.56 percent , to 981.73 .",0,379,0
380,"Shares ended Wednesday at $ 6.83 , up 2 cents .",Shares of Goodyear rose 2 cents on Wednesday and closed at $ 6.83 .,0,380,0
381,""" As a professional , "" he added , "" I think I 'd like to be thought of as a good storyteller .",""" As a professional , I 'd like to be thought of as a storyteller . """,1,381,1
382,"Federal prosecutors , the Securities and Exchange Commission , and the mortgage company 's regulator launched investigations into Freddie Mac 's shake-up .",The Securities and Exchange Commission and the U.S. Attorney have opened investigations into Freddie Mac over its accounting practices .,1,382,0
383,Forecasters predict the storm will reach Earth at 3 p.m. eastern time Friday and could last up to 18 hours .,"It is expected to reach Earth about 3 p.m. EDT Friday , and its effects could last 12 to 18 hours .",1,383,0
384,Yet another big fight has been over a White House proposal to privatize air-traffic control at major airports .,"Yet another fight has been waged over a White House proposal to privatize air traffic control at major airports , such as those in Pittsburgh and Philadelphia .",1,384,1
385,The initial report was made to Modesto Police December 28 .,It stems from a Modesto police report .,0,385,0
386,""" If you pass this bill , Big Brother will be watching you , "" said Rep. John Mabry , D-Waco .",""" If you pass this bill , "" Rep. John Mabry Jr . , D-Waco , told colleagues , "" Big Brother will be watching you . """,1,386,1
387,"Officers threw him to the ground and handcuffed him , and Reyna dropped a knee into his back , according to testimony .","That 's when officers threw him to the ground and handcuffed him , according to testimony .",0,387,0
388,"Buoyed by some of the advice imparted by Nicklaus , Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry .","Buoyed by advice imparted by Nicklaus , Howell shot an 8-under 64 on Thursday to enter today 's round with a one-stroke lead over Kenny Perry .",1,388,1
389,"Jack Ferry , company spokesman , said a search is ongoing but would not comment on the status .",Company spokesman Jack Ferry said a search is ongoing but declined comment on its status .,1,389,1
390,"After a seven-day trial last year , Thompson found the monument to be an unconstitutional endorsement of religion by the state .","Last year , Thompson ruled that the monument was an unconstitutional endorsement of religion by the state .",1,390,1
391,"They reported symptoms of fever , headache , rash and muscle aches .","Symptoms include a stiff neck , fever , headache and sensitivity to light .",0,391,0
392,"Today , he will find out whether he is still in the running to buy back the U.S. entertainment business of troubled Vivendi Universal SA .",An investment group led by former Seagram Inc. boss Edgar Bronfman Jr. is still in the running to buy the U.S. entertainment assets of Vivendi Universal SA .,0,392,0
393,"The victims were not identified , although authorities said at least one of the bodies had been there about a year .","The two victims buried in the yard were not identified , though authorities said at least one has been there about a year .",1,393,1
394,"Ahold Chairman Henny de Ruiter offered shareholders at the meeting his "" sincere apologies "" for the scandal .","Board Chairman Henny de Ruiter offered shareholders at the meeting his "" sincere apologies "" for events at Foodservice and elsewhere in the embattled group .",1,394,0
395,Retailers J.C. Penney Co . Inc.JCP.N and Walgreen Co.WAG.N kick things off early in the week .,Retailers J.C. Penney Co . Inc . JCP.N and Walgreen Co . WAG.N kick things off on Monday .,1,395,0
396,"Defense lawyers had objected in pretrial hearings to the videotape and the photo , saying they were too unclear to identify Muhammad .","Defense lawyers had objected in earlier hearings to showing the videotape and the photo , saying they were too unclear to identify the person in them .",1,396,1
397,""" I have lots of bad dreams , I have flashbacks , I have lots of anger .",""" I have lots of bad dreams , flashbacks and lots of anger . """,1,397,1
398,"The Nasdaq Composite Index rose 19.67 , or 1.3 percent , to 1523.71 , its highest since June 18 .",The S & P 500 had climbed 16 percent since its March low and yesterday closed at its highest since Dec. 2 .,0,398,0
399,"The American decision provoked an angry reaction from the European Commission , which described the move as "" legally unwarranted , economically unfounded and politically unhelpful "" .","The European Commission , the EU 's powerful executive body , described the move as "" legally unwarranted , economically unfounded and politically unhelpful . """,1,399,0
400,"The petition alleges that Huletts unfair sales have damaged the U.S. industry , sending market prices below sustainable levels .","Those unfair sales have damaged the US industry by eroding market prices below sustainable levels , says Alcoa .",1,400,0
401,"Australia , Chile , Colombia , El Salvador , Honduras , Mexico , New Zealand , Peru and Uruguay will also support the challenge .","Nine other countries , including Australia , Chile , Colombia , El Salvador and Mexico , are supporting the case .",1,401,0
402,Gateway will release new Profile 4 systems with the new Intel technology on Wednesday .,"Gateway 's all-in-one PC , the Profile 4 , also now features the new Intel technology .",1,402,0
403,"The government and private technology experts warned Wednesday that hackers plan to attack thousands of Web sites on Sunday in a loosely coordinated "" contest "" that could disrupt Internet traffic .","THE US government and private technology experts have warned that hackers plan to attack thousands of websites on Sunday in a loosely co-ordinated "" contest "" that could disrupt Internet traffic .",1,403,1
404,Mrs. Clinton said she was incredulous that he would endanger their marriage and family .,She hadn 't believed he would jeopardize their marriage and family .,1,404,1
405,"Ray Brent Marsh , 29 , faces multiple counts of burial service fraud , making false statements , abuse of a dead body and theft .","Ray Brent Marsh , 29 , also faces charges of abuse of a body , and theft .",0,405,0
406,"Schroeder cancelled his Italian holiday after Stefani refused to apologise for the slurs , which came after Berlusconi compared a German politician to a Nazi concentration camp guard .",Stefani 's remarks further stoked tension after Italian Prime Minister Silvio Berlusconi last week compared a German member of the European Parliament to a Nazi concentration camp guard .,0,406,0
407,Tony winners will be announced June 8 at the Radio City Music Hall in New York .,Winners will be announced in a June 8 ceremony broadcast on CBS from Radio City Music Hall .,1,407,0
408,"Revenues for "" The Hulk "" came in well below those of last month 's Marvel Comics adaptation , "" X2 : X-Men United , "" which grossed $ 85.6 million in its opening weekend .","The Hulk trailed last month 's Marvel Comics adaptation , X2 : X-Men United , which grossed $ 85.6-million in its opening weekend .",1,408,0
409,Tony-award winning dancer and actor Gregory Hines died of cancer Saturday in Los Angeles .,"Hines died yesterday in Los Angeles of cancer , publicist Allen Eichorn said .",1,409,0
410,"In April , it had forecast operating earnings in the range of 60 to 80 cents a share .",Kodak expects earnings of 5 cents to 25 cents a share in the quarter .,1,410,0
411,"Hampton Township is a few miles northeast of Bay City , about 100 miles away .","Hampton Township is located a few kilometers northeast of Bay City , near Michigan 's Thumb .",1,411,0
412,"And his justification for the bombing was that while it caused short-term material damage , it was for the long-term moral good of Bali .","And he justified bombing Bali by saying that while it had caused material devastation , it was for the island 's long-term moral good .",1,412,1
413,"It indicates , Robert said , “ that terrorists really don ’ t care who they attack .",""" It also indicates the terrorists really don 't care who they attack . """,1,413,1
414,The Supreme Court long ago held that students could not be compelled to join in the pledge .,The U.S. Supreme Court has previously ruled that students are not compelled to say the Pledge of Allegiance .,1,414,0
415,"Kids , adults , booksellers and postal workers all are preparing for "" Harry Potter and the Order of the Phoenix . ""","The crates are full of hardback copies of "" Harry Potter and the Order of the Phoenix . """,0,415,0
416,Colgate shares closed Monday at $ 56.30 on the New York Stock Exchange .,Colgate shares were down 30 cents at $ 56 in morning trade on the New York Stock Exchange .,0,416,0
417,"Iraq 's nuclear program had been dismantled and there was no convincing evidence it was being revived , the report said .","Iraq 's nuclear program had been dismantled , and there "" was no convincing evidence of its reconstitution . """,1,417,1
418,Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ( $ A11.9 billion ) acquisition spree over the past three years inflated costs .,"Cadbury Schweppes has unveiled plans to slash 5,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree .",1,418,0
419,""" These foods have an almost identical effect on lowering cholesterol as the original cholesterol-lowering drugs . """,We have now proven that these foods have an almost identical effect on lowering cholesterol as the original cholesterol-reducing drugs .,1,419,1
420,""" I felt that if I disagreed with Rosie too much I would lose my job , "" she said .","Cavender did say : "" I felt that if I disagreed with Rosie too much I would lose my job . """,1,420,1
421,"State Supreme Court Justice Ira Gammerman said in court this morning , "" It was an ill-conceived lawsuit . ""","New York Supreme Court Justice Ira Gammerman said in his statement that the lawsuit was "" ill-conceived . """,1,421,1
422,"The former president also gave numerous speeches in 2002 without compensation , said his spokesman Jim Kennedy .",His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation .,1,422,1
423,Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred .,"The missing workers , two men and a woman , were inside the building when the first blast occurred , Mayor Joe T. Parker said .",1,423,1
424,Kaichen appeared Wednesday in federal court on two bank robbery charges .,"She appeared in federal court Wednesday , but did not enter a plea .",0,424,0
425,The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen .,"The arm was kept in a separate room , but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen .",0,425,0
426,"As a result , 24 players broke par in the first round .","Twenty-four players broke par in the first round , the third highest figure in U.S. Open history .",0,426,0
427,"Magner , who is 54 and known as Marge , has been the consumer group 's chief operating officer since April 2002 , and sits on Citigroup 's management committee .","She has been the consumer unit 's chief operating officer since April 2002 , and sits on Citigroup 's management committee .",1,427,1
428,"The Nasdaq composite index advanced 20.59 , or 1.3 percent , to 1,616.50 , after gaining 5.7 percent last week .","The technology-laced Nasdaq Composite Index < .IXIC > climbed 19.11 points , or 1.2 percent , to 1,615.02 .",0,428,0
429,"Closed sessions are routinely held at the United Nations tribunal that deals with Balkan war crimes , but usually to protect witnesses 's safety .","Closed sessions are routinely held at the U.N. tribunal that deals with Balkan war crimes , but they are usually closed to protect witnesses who fear for their safety .",1,429,1
430,"Although it 's unclear whether Sobig was to blame , The New York Times also asked employees at its headquarters yesterday to shut down their computers because of "" system difficulties . ""","The New York Times asked employees at its headquarters to shut down their computers yesterday because of "" computing system difficulties . """,1,430,0
431,"The incubation period in cattle is four to five years , said Stephen Sundlof of the U.S. Food and Drug Administration .","The incubation period in cattle is four to five years , said Dr. Stephen Sundlof of the Food and Drug Administration ( news - web sites ) .",1,431,1
432,"His band in the early 1930 's included the pianist Teddy Wilson , the saxophonist Chu Berry , the trombonist J. C. Higginbotham and the drummer Sid Catlett .","His band in the early 1930s included pianist Teddy Wilson , saxophonist Chu Berry , trombonist J.C. Higginbotham and drummer Sid Catlett .",1,432,1
433,"We feel so strongly about this issue that we are suspending sales and distribution of SCOLinux until these issues are resolved , "" Sontag said .","We feel so strongly about this issue that we are suspending sales and distribution of SCO Linux until these issues are resolved . """,1,433,1
434,Aiken 's study appears in the Sept . 24 issue of the Journal of the American Medical Association .,The findings appear in Wednesday 's Journal of the American Medical Association .,1,434,1
435,"Slightly more than half of the profit shortfall results from a sales slump , with weakness spread across the company 's various geographic and end markets .","Slightly more than half of the earnings miss was due to a sales slump , with weakness was spread across the company 's various geographic and end markets .",1,435,0
436,Iran has yet to sign an additional protocol to the NPT treaty which would allow U.N. inspections at short notice .,"Iran has yet to sign an additional protocol to the Nuclear Non-Proliferation Treaty , which it signed in 1970 , that would allow IAEA inspections at short notice .",1,436,0
437,"They came despite what BA called a "" difficult quarter "" , which it said included unofficial industrial action at Heathrow .","BA said the second quarter , which included unofficial industrial action at Heathrow , had been difficult .",1,437,0
438,"In addition , the Justice Department said that the FBI has conducted ' ' fewer than 10 ' ' investigations involving visits to mosques .","In addition , "" fewer than 10 "" FBI offices have conducted investigations involving visits to Islamic mosques , the Justice Department said .",1,438,0
439,"He refused to reveal what percentage of flights carried sky marshals , or whether they would be increased .",He refused to say what percentage of domestic flights had security officers on board .,0,439,0
440,"Dean told reporters traveling on his 10-city "" Sleepless Summer "" tour that he considered campaigning in Texas a challenge .","Today , Dean ends his four-day , 10-city "" Sleepless Summer "" tour in Chicago and New York .",0,440,0
441,"The victim , whose name was not released , underwent surgery at the hospital .","The wounded doctor , whose name was withheld , underwent surgery at the hospital for three gunshot wounds .",0,441,0
442,"Those conversations had not taken place as of Tuesday night , according to an Oracle spokeswoman .","Those talks have not taken place , according to an Oracle spokeswoman .",1,442,0
443,"Other features include FileVault , which secures the contents of a home directory with 128-bit AES encryption on the fly .","A new feature dubbed FileVault , also new in Panther , secures the contents of a user 's home directory with 128-bit AES encryption .",1,443,0
444,An arrest warrant claimed Bryant assaulted the woman June 30 at a hotel .,"According to an arrest warrant , Bryant , 24 , attacked a woman on June 30 .",1,444,0
445,"Investigators uncovered a 4-inch bone fragment from beneath the concrete slab Thursday , but it turned out to be an animal bone , authorities said .","Investigators uncovered a 4-inch bone fragment Thursday night , but authorities said it was from an animal .",1,445,0
446,"After Saddam 's regime crumbled in early April , it had to wait for legal hurdles to be crossed before sales could resume .","After Saddam 's regime crumbled in early April , legal hurdles had to be cleared before sales could resume .",1,446,1
447,The number of extremely obese adults -- those who are at least 100 pounds overweight -- has quadrupled since the 1980s to about 4 million .,"The number of Americans considered extremely obese , or at least 100 pounds overweight , has quadrupled since the 1980s to a startling 4 million , the research shows .",1,447,1
448,The research firm earlier had forecast an increase of 4.9 percent .,The firm had predicted earlier this year a 4.9 percent increase .,1,448,1
449,Investigators used a jackhammer and hand tools to conduct the search but halted work for several hours while waiting for the anthropologist to arrive from Indianapolis .,Investigators used a jackhammer and hand tools to conduct the search but halted it until an anthropologist arrived in the northwestern Indiana city from Indianapolis .,1,449,1
450,"Stripping out the extraordinary items , fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year .",Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier .,0,450,0
451,"The company will be able to start recording profits from HPS immediately , Perot Systems spokeswoman Mindy Brown said .","The company will begin adding to Perot Systems ' profits immediately , the company said .",1,451,0
