,sentence1,sentence2,label,idx,noisy_sentence1,noisy_sentence2,noisy_pair,noise_flags_sentence1,noise_flags_sentence2,major_noise_sentence1,major_noise_sentence2,major_noisy_pair
2207,"Against the Canadian dollar , the greenback was trading nearly flat at C $ 1.3252 < CAD = > after the Bank of Canada kept key interest rates unchanged .","Against the Canadian dollar , the greenback rose 0.15 percent to $ 1.3260 < CAD = > as the Bank of Canada kept key interest rates unchanged .",1,2458,"against the canadian dollar , the greenback was trading nearly flat at c 1.3252 cad after the bank of canada kept key interest rates unchanged .","against the canadian dollar , the greenback rose 0.15 percent to 1.3260 cad as the bank of canada kept key interest rates unchanged .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,False,True
2243,""" I ´ m very proud of the citizens of this state , "" Gov. John Baldacci said .","Im very proud of the citizens of this state , said Gov. John Baldacci , a casino foe .",0,2497,""" i m very proud of the citizens of this state , "" gov. john baldacci said .","im very proud of the citizens of this state , said gov. john baldacci , a casino foe .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2252,""" We will keep fighting within the law ... against this terrorist group and those who support it . ""","We will keep fighting , within the law , against the terrorist band . """,1,2507,""" we will keep fighting within the law ... against this terrorist group and those who support it . ""","we will keep fighting , within the law , against the terrorist band . """,True,"{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2256,"But it now has 600 fewer stores - about 1,500 in all - and a $ 2 billion loan to compete against bigger merchants .","It now has 600 fewer stores -- about 1,500 in all -- and a $ 2 billion loan .",0,2511,"but it now has 600 fewer stores about 1,500 in all and a 2 billion loan to compete against bigger merchants .","it now has 600 fewer stores about 1,500 in all and a 2 billion loan .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2267,"He said they should "" not really be patrolling or be around those areas when they ... are conducting their prayers . ""","He said they should "" not really be patrolling or be around those areas when they are in their time of when they 're conducting their prayers . """,1,2523,"he said they should "" not really be patrolling or be around those areas when they ... are conducting their prayers . ""","he said they should "" not really be patrolling or be around those areas when they are in their time of when they 're conducting their prayers . """,True,"{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2302,The FBI is trying to determine when White House officials and members of the vice president 's staff first focused on Wilson and learned about his wife 's employment at the CIA .,The FBI is trying to determine when White House officials and members of the vice president ’ s staff first focused on Wilson and learned about his wife ’ s employment at the agency .,1,2561,the fbi is trying to determine when white house officials and members of the vice president 's staff first focused on wilson and learned about his wife 's employment at the cia .,the fbi is trying to determine when white house officials and members of the vice president s staff first focused on wilson and learned about his wife s employment at the agency .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2309,""" In Iraq , "" Sen. Pat Roberts , R-Kan . , chairman of the intelligence committee , said on CNN 's "" Late Edition "" Sunday , "" we 're now fighting an anti-guerrilla ... effort . """,""" In Iraq , "" Sen. Pat Roberts ( R-Kan . ) , chairman of the intelligence committee , said on CNN 's "" Late Edition "" yesterday , "" we 're now fighting an anti-guerrilla . . . effort . """,1,2569,""" in iraq , "" sen. pat roberts , rkan . , chairman of the intelligence committee , said on cnn 's "" late edition "" sunday , "" we 're now fighting an antiguerrilla ... effort . """,""" in iraq , "" sen. pat roberts rkan . , chairman of the intelligence committee , said on cnn 's "" late edition "" yesterday , "" we 're now fighting an antiguerrilla . . . effort . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,False,True
2315,"The head of the panel -- Tillie Fowler , a former US representative from Florida -- told present and past commanders that cadets don 't trust them .","The head of the panel , former Rep. Tillie Fowler of Florida , told present and past commanders that cadets don 't trust them .",1,2576,"the head of the panel tillie fowler , a former us representative from florida told present and past commanders that cadets don 't trust them .","the head of the panel , former rep. tillie fowler of florida , told present and past commanders that cadets don 't trust them .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2355,"Ottawa police reported 23 cases of looting , along with two deaths possibly attributed to the outage - a pedestrian hit by a car and a fire victim .","In Canada 's capital of Ottawa , police reported two deaths possibly linked to the power outage — a pedestrian hit by a car and a fire victim .",0,2621,"ottawa police reported 23 cases of looting , along with two deaths possibly attributed to the outage a pedestrian hit by a car and a fire victim .","in canada 's capital of ottawa , police reported two deaths possibly linked to the power outage a pedestrian hit by a car and a fire victim .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2358,Wild rock legend Ozzy Osbourne was in intensive care today as he continued his “ steady ” recovery from a quad bike accident .,"Wild rock legend Ozzy Osbourne could be kept in intensive care for “ several days ” following his quad bike accident , his doctor said tonight .",1,2624,wild rock legend ozzy osbourne was in intensive care today as he continued his steady recovery from a quad bike accident .,"wild rock legend ozzy osbourne could be kept in intensive care for several days following his quad bike accident , his doctor said tonight .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
2373,"About 22 % of twentysomethings are obese , which is roughly 30 pounds over a healthy weight .",About 31 percent of Americans are now obese — roughly 30 or more pounds over a healthy weight .,1,2640,"about 22 of twentysomethings are obese , which is roughly 30 pounds over a healthy weight .",about 31 percent of americans are now obese roughly 30 or more pounds over a healthy weight .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2381,The high profile two-week campaign – which started on September 28 – was designed to show a strong police presence around London .,"The high profile , two-week campaign was designed to show a strong police presence around London and resulted in 42 arrests , which a spokesman said was "" pretty impressive "" .",0,2648,the high profile twoweek campaign which started on september 28 was designed to show a strong police presence around london .,"the high profile , twoweek campaign was designed to show a strong police presence around london and resulted in 42 arrests , which a spokesman said was "" pretty impressive "" .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2387,He said Qualcomm has enjoyed many years of selling CDMA chips without much competition .,""" Qualcomm has enjoyed many years of selling ... against little or no competition , "" Hubach said in the statement .",1,2657,he said qualcomm has enjoyed many years of selling cdma chips without much competition .,""" qualcomm has enjoyed many years of selling ... against little or no competition , "" hubach said in the statement .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
2429,Garner said Iraq 's reconstruction was not as difficult as he had expected -- mainly because the war caused less infrastructure damage and fewer refugees than anticipated .,Garner said reconstruction will not be as difficult as he anticipated because the war caused less damage and created fewer refugees .,1,2701,garner said iraq 's reconstruction was not as difficult as he had expected mainly because the war caused less infrastructure damage and fewer refugees than anticipated .,garner said reconstruction will not be as difficult as he anticipated because the war caused less damage and created fewer refugees .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2430,"The president began his speech by acknowledging the terrorist attacks in Saudi Arabia that killed at least 29 people , including seven Americans .","Bush , however , also lashed out at the terrorist bombings in Saudi Arabia that killed at least 29 people -- including a number of Americans .",0,2702,"the president began his speech by acknowledging the terrorist attacks in saudi arabia that killed at least 29 people , including seven americans .","bush , however , also lashed out at the terrorist bombings in saudi arabia that killed at least 29 people including a number of americans .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2434,He had served nine years in prison for the crime -- two on death row -- when he was released .,"He had served nine years in prison , including two on death row , when he was released by a judge and pardoned by the governor .",0,2706,he had served nine years in prison for the crime two on death row when he was released .,"he had served nine years in prison , including two on death row , when he was released by a judge and pardoned by the governor .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2462,We believe the report is fully consistent with what the courts have ruled ... that the department 's actions are fully within the law .,Comstock said several federal courts have ruled that the detentions are fully within the law .,1,2741,we believe the report is fully consistent with what the courts have ruled ... that the department 's actions are fully within the law .,comstock said several federal courts have ruled that the detentions are fully within the law .,True,"{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2463,""" I conclude that plaintiffs have shown , albeit barely ... that Iraq provided material support to Bin Laden and Al Qaeda , "" Baer said .","Judge Harold Baer concluded Wednesday that lawyers for the two victims "" have shown , albeit barely ... that Iraq provided material support to bin Laden and al-Qaida . """,1,2742,""" i conclude that plaintiffs have shown , albeit barely ... that iraq provided material support to bin laden and al qaeda , "" baer said .","judge harold baer concluded wednesday that lawyers for the two victims "" have shown , albeit barely ... that iraq provided material support to bin laden and alqaida . """,True,"{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,True,True
2478,Tomorrow 's testimony is to give an inside look at tax shelter development and marketing .,Tuesday ’ s testimony is to give an inside look at tax-shelter development and marketing .,1,2758,tomorrow 's testimony is to give an inside look at tax shelter development and marketing .,tuesday s testimony is to give an inside look at taxshelter development and marketing .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2485,"But the FBI never kept tabs on al-Bayoumi - even though it had received information that he was a Saudi agent , the document says .","But the bureau never kept tabs on al-Bayoumi — despite receiving prior information he was a secret Saudi agent , the report says .",1,2765,"but the fbi never kept tabs on albayoumi even though it had received information that he was a saudi agent , the document says .","but the bureau never kept tabs on albayoumi despite receiving prior information he was a secret saudi agent , the report says .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2488,"He really left us with a smile on his face and no last words , daughter Linda Hope said .",""" He really left us with a smile on his face and no last words ... He gave us each a kiss and that was it , "" she said .",0,2769,"he really left us with a smile on his face and no last words , daughter linda hope said .",""" he really left us with a smile on his face and no last words ... he gave us each a kiss and that was it , "" she said .",True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
2512,"In New York , $ 7,646 is spent annually on each Medicaid recipient , almost double the national average of $ 3,936 .","New York has by far the country ’ s most expensive Medicaid program , costing taxpayers $ 7,646 per recipient , almost double the national average of $ 3,936 .",0,2797,"in new york , 7,646 is spent annually on each medicaid recipient , almost double the national average of 3,936 .","new york has by far the country s most expensive medicaid program , costing taxpayers 7,646 per recipient , almost double the national average of 3,936 .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2601,"A man , 19-year-old Antowain Johnson , ``tried to go back in and get the rest of them but the smoke wouldn 't let him , ' ' she said .","She said another man , 19-year-old Antowain Johnson , "" tried to go back in ... but the smoke wouldn 't let him . """,1,2898,"a man , 19yearold antowain johnson , tried to go back in and get the rest of them but the smoke wouldn 't let him , ' ' she said .","she said another man , 19yearold antowain johnson , "" tried to go back in ... but the smoke wouldn 't let him . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
2617,"Like Viacom , GE -- parent of NBC -- is also seen as a less enthusiastic bidder compared to the likes of Bronfman or Davis .","Like Viacom , General Electric is seen as a less enthusiastic bidder compared with Bronfman or Davis .",1,2914,"like viacom , ge parent of nbc is also seen as a less enthusiastic bidder compared to the likes of bronfman or davis .","like viacom , general electric is seen as a less enthusiastic bidder compared with bronfman or davis .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2694,""" They were an inspirational couple , selfless and courageous , "" said the Oscar-winning film director .","He said : “ They were an inspirational couple , selfless and courageous .",1,2993,""" they were an inspirational couple , selfless and courageous , "" said the oscarwinning film director .","he said they were an inspirational couple , selfless and courageous .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2715,"In Las Vegas , agents entered two clubs — Cheetah 's and Jaguars — along with Galardi Enterprises , an office atop a bar and pool hall in downtown Las Vegas .","In Las Vegas , federal agents stormed two clubs - Cheetah 's and Jaguars - along with Galardi Enterprises , an office atop a bar in downtown .",1,3018,"in las vegas , agents entered two clubs cheetah 's and jaguars along with galardi enterprises , an office atop a bar and pool hall in downtown las vegas .","in las vegas , federal agents stormed two clubs cheetah 's and jaguars along with galardi enterprises , an office atop a bar in downtown .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,False,True
2746,"Delta personnel at Hartsfield-Jackson International Airport were scrambling all day to find alternate flights -- even on other airlines , when necessary -- to move the inconvenienced passengers .",Delta personnel at Atlanta 's Hartsfield-Jackson International Airport scrambled all day to find alternate flights -- including seats on other airlines -- to move the inconvenienced passengers .,1,3050,"delta personnel at hartsfieldjackson international airport were scrambling all day to find alternate flights even on other airlines , when necessary to move the inconvenienced passengers .",delta personnel at atlanta 's hartsfieldjackson international airport scrambled all day to find alternate flights including seats on other airlines to move the inconvenienced passengers .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
2800,He is expected to ask banks for around € 50m this week to keep the company afloat .,He is expected to ask for a lifeline of around € 50m to pay suppliers and keep the company afloat .,1,3104,he is expected to ask banks for around 50m this week to keep the company afloat .,he is expected to ask for a lifeline of around 50m to pay suppliers and keep the company afloat .,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
2813,The airline said the results showed that its recovery programme and other initiatives were helping to offset a continued deterioration in revenues .,It said today ’ s results showed that programme and other measures were helping to offset a continued deterioration in revenues .,1,3117,the airline said the results showed that its recovery programme and other initiatives were helping to offset a continued deterioration in revenues .,it said today s results showed that programme and other measures were helping to offset a continued deterioration in revenues .,True,"{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2892,"The indictment ``strikes at one of the very top targets in the drug trafficking world , ' ' said U.S. Attorney Marcos Jimenez .","The newly unsealed 32-count indictment alleges money laundering and conspiracy and "" strikes at one of the very top targets in the drug-trafficking world , "" Jiménez said .",1,3211,"the indictment strikes at one of the very top targets in the drug trafficking world , ' ' said u.s. attorney marcos jimenez .","the newly unsealed 32count indictment alleges money laundering and conspiracy and "" strikes at one of the very top targets in the drugtrafficking world , "" jiménez said .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
2921,"South Asia follows , with 1.1 millions youths infected — 62 percent of them female .","Of the 1.1 million infected in south Asia , 62 % are female .",1,3243,"south asia follows , with 1.1 millions youths infected 62 percent of them female .","of the 1.1 million infected in south asia , 62 are female .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,False,True
2949,"Baer said he had concluded that lawyers for the two victims "" have shown , albeit barely . . . that Iraq provided material support to bin Laden and al-Qaida . ""","Judge Harold Baer concluded Wednesday that lawyers for two victims "" have shown , albeit barely ... that Iraq provided material support to bin Laden and al-Qaida . """,1,3273,"baer said he had concluded that lawyers for the two victims "" have shown , albeit barely . . . that iraq provided material support to bin laden and alqaida . ""","judge harold baer concluded wednesday that lawyers for two victims "" have shown , albeit barely ... that iraq provided material support to bin laden and alqaida . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
2963,Dr. Greg Robinson -- an AIDS patient -- left Health Canada 's advisory committee because of inconsistencies in pot access .,"Greg Robinson , a doctor who has AIDS , resigned from Health Canada 's advisory committee because of what he described as inconsistencies in the access program .",1,3288,dr. greg robinson an aids patient left health canada 's advisory committee because of inconsistencies in pot access .,"greg robinson , a doctor who has aids , resigned from health canada 's advisory committee because of what he described as inconsistencies in the access program .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
2978,The euro rose as high as $ 1.1535 -- a fresh four-year high -- in early Asian trading before standing at $ 1.1525 / 30 .,"Against the dollar , the euro rose as high as $ 1.1535 -- a fresh four-year high -- in morning trade before standing at $ 1.1518 / 23 at 0215 GMT .",0,3304,the euro rose as high as 1.1535 a fresh fouryear high in early asian trading before standing at 1.1525 30 .,"against the dollar , the euro rose as high as 1.1535 a fresh fouryear high in morning trade before standing at 1.1518 23 at 0215 gmt .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,True,True
2988,"It has also been revealed the boy 's family filed two other abuse-related lawsuits in the past , winning a $ 165,000 settlement in one case .","It has also been revealed that the boy ’ s family has launched two other abuse-related lawsuits in the past , winning a £ 90,000 settlement in one case .",1,3317,"it has also been revealed the boy 's family filed two other abuserelated lawsuits in the past , winning a 165,000 settlement in one case .","it has also been revealed that the boy s family has launched two other abuserelated lawsuits in the past , winning a 90,000 settlement in one case .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
2996,"Drewes and a friend were playing a game of "" ding-dong-ditch "" -- ringing doorbells and running away -- in the Woodbury neighborhood in suburban Boca Raton .","Drewes and his friend were pulling a mischievous , late-night game of "" ding-dong-ditch "" knocking on doors or ringing doorbells and running in the Woodbury neighborhood in suburban Boca Raton .",1,3327,"drewes and a friend were playing a game of "" dingdongditch "" ringing doorbells and running away in the woodbury neighborhood in suburban boca raton .","drewes and his friend were pulling a mischievous , latenight game of "" dingdongditch "" knocking on doors or ringing doorbells and running in the woodbury neighborhood in suburban boca raton .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3028,WHO noted that most resistant bacteria growth among humans was due to overuse of antibiotics by doctors -- not due to farmers .,"The WHO said in a report on Wednesday that most resistant bacteria growth among humans was not due to farmers , but to overuse of antibiotics by doctors .",1,3361,who noted that most resistant bacteria growth among humans was due to overuse of antibiotics by doctors not due to farmers .,"the who said in a report on wednesday that most resistant bacteria growth among humans was not due to farmers , but to overuse of antibiotics by doctors .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3045,"On a positive note , C & W 's estimated lease commitments -- one potential hurdle to U.S. exit -- fell 600 million pounds to 1.6 billion .","Added to savings on the dividend , C & W 's estimated lease commitments , one hurdle to its U.S. escape , fell by 600 million pounds to 1.6 billion .",1,3380,"on a positive note , c w 's estimated lease commitments one potential hurdle to u.s. exit fell 600 million pounds to 1.6 billion .","added to savings on the dividend , c w 's estimated lease commitments , one hurdle to its u.s. escape , fell by 600 million pounds to 1.6 billion .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",True,False,True
3091,""" Generally unwanted - and often pornographic or with fraudulent intent - spam is a nuisance and a distraction , "" Gates writes , warming us up for the punchline .","Generally unwanted — and often pornographic or with fraudulent intent — spam is a nuisance and a distraction , "" Gates writes .",0,3435,""" generally unwanted and often pornographic or with fraudulent intent spam is a nuisance and a distraction , "" gates writes , warming us up for the punchline .","generally unwanted and often pornographic or with fraudulent intent spam is a nuisance and a distraction , "" gates writes .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
3092,""" We acted because we saw the evidence in a dramatic new light - through the prism of our experience on 9-11 . """,""" We acted because we saw the existing evidence in a new light , through the prism of ... Sept . 11th . """,1,3436,""" we acted because we saw the evidence in a dramatic new light through the prism of our experience on 911 . """,""" we acted because we saw the existing evidence in a new light , through the prism of ... sept . 11th . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
3114,"While JI has undoubted links with al-Qaeda , the relationship "" may be less one of subservience ... than of mutual advantage and reciprocal assistance "" .","While JI has undoubted links with the terrorist group al-Qaeda , the report says the relationship "" may be less one of subservience . . . than of mutual advantage and reciprocal assistance "" .",1,3461,"while ji has undoubted links with alqaeda , the relationship "" may be less one of subservience ... than of mutual advantage and reciprocal assistance "" .","while ji has undoubted links with the terrorist group alqaeda , the report says the relationship "" may be less one of subservience . . . than of mutual advantage and reciprocal assistance "" .",True,"{'url': False, 'special_chars': True, 'redundant_dots': True, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3130,"Nordstrom also is expanding its play area in the children 's clothes area , adding salt-water fish tanks and activities .","Nordstrom also is expanding its play area in the children ’ s clothes area , adding salt-water fish tanks and activities for children while their parents shop .",1,3479,"nordstrom also is expanding its play area in the children 's clothes area , adding saltwater fish tanks and activities .","nordstrom also is expanding its play area in the children s clothes area , adding saltwater fish tanks and activities for children while their parents shop .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}",False,True,True
3140,It ’ s just another example of the global war on terrorism and why this is going to be a long effort ” .,"It 's just another example of the global war on terrorism and why this is going to be a long effort . """,1,3490,it s just another example of the global war on terrorism and why this is going to be a long effort .,"it 's just another example of the global war on terrorism and why this is going to be a long effort . """,True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3142,"By comparison , the proportion of people with a BMI of 50 or above increased by a factor of five — from about 1 in 2,000 to one in 400 .","Those with a BMI of 50 or greater , sometimes called super obesity , increased by a factor of five , from one in 2,000 to one in 400 .",1,3492,"by comparison , the proportion of people with a bmi of 50 or above increased by a factor of five from about 1 in 2,000 to one in 400 .","those with a bmi of 50 or greater , sometimes called super obesity , increased by a factor of five , from one in 2,000 to one in 400 .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': True, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",True,False,True
3207,""" We are confident that this issue will be behind us by mid-year , "" said Nestle spokesman Francois Perroud , who declined to comment further .",""" We are confident that this issue will be behind us by midyear , "" said Nestlé spokesman Francois Perroud .",0,3565,""" we are confident that this issue will be behind us by midyear , "" said nestle spokesman francois perroud , who declined to comment further .",""" we are confident that this issue will be behind us by midyear , "" said nestlé spokesman francois perroud .",True,"{'url': False, 'special_chars': True, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}","{'url': False, 'special_chars': False, 'redundant_dots': False, 'contractions': False, 'extra_spaces': False, 'casing': True}",False,True,True
