,sentence1,sentence2,label,predicted_label
881,"in the latest top-level shuffle at cnn , teya ryan is leaving her post as general manager of .. programming , the network announced .","in cnn ' latest move to rejuvenate ratings , the network has ousted teya ryan , general manager of .. programming .",1,False
882," for us that doesn ' make  difference , the sexual orientation ,  tutu told television reporters in soweto ."," for us , that doesn ' make  difference - the sexual orientation ,  archbishop tutu said in the black urban centre of soweto .",1,archbishop tut
883,"judge leroy millette jr. can reduce the punishment to life in prison without parole when muhammad is formally sentenced feb. 12 , but virginia judges rarely take such action .","though the judge can reduce the punishment to life in prison without parole , experts say virginia judges rarely take that opportunity .",1,True
884,"with diplomacy heating up in the nearly 10-month-old nuclear crisis , chinese foreign minister li zhaoxing is slated to visit south korea from august 13 to 15 .","with diplomacy heating up in the nearly 10-month-old crisis , chinese foreign minister li zhaoxing flies to japan on sunday en route to south korea on august 13 .",0,False
885,"so far , they have searched pennsylvania , ohio , michigan , illinois and indiana , authorities in those state said .","so far , authorities also have searched areas in pennsylvania , ohio , indiana , and michigan .",0,True
886,"besides battling its sales slump , siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed .","besides  sales slump , siebel is sparring with some shareholders over management stock option windfalls .",0,False
887,"dennehy , who transferred to baylor last year after getting kicked off the university of new mexico lobos for temper tantrums , became  born-again christian in june 2002 .","dennehy , who transferred to baylor last year after getting kicked off the team at new mexico for temper tantrums , became  born-again christian in june 2002 . ",1,True
888,"pascal lamy , the eu ’  trade commissioner , insisted :  the eu ’  regulatory system for gm goods authorisation is in line with wto rules ."," the eu regulatory system for gm authorisation is in line with wto rules : it is clear , transparent and non-discriminatory .",0,pascal lamy
889,"customers include mitsubishi , siemens , dbtel , dell , hp , palm , philips , sharp , and sony .","mediaq ' customers include major handheld makers mitsubishi , siemens , palm , sharp , philips , dell and sony .",1,False
890,mr sahel said police had identified the bodies of seven of the 14-strong cell believed to have carried out the five almost simultaneous attacks on saturday .,he said police had identified the bodies of seven of the 14 bombers who launched five almost simultaneous raids friday night .,1,sahe
891,boeing said the final agreement is expected to be signed during the next few weeks .,"the korean air deal is expected to be finalized  in the next several weeks ,  boeing spokesman bob saling said .",1,False
892," cost analysis is under way , said michael rebell , cfe ' executive director ."," we are not looking for  robin hood remedy ,  said michael rebell , the campaign ' executive director .",0,False
893,bond bulls would like the fed to recognize that risks are biased toward economic weakness .,the fed also said the risks to the economy were biased toward weakness .,0,False
894,"in recent years , hampton kept in touch with friends and stayed in trouble : he faced charges of fare-beating and credit card theft .","in recent years , mr. hampton continued to run into trouble , facing charges of fare-beating and credit-card theft .",0,True
895,"five-year notes us5yt = rr rose  / 32 in price for  yield of .08 percent , down from .12 percent late on tuesday .",five-year notes us5yt = rr added  / 32 to give  yield of .10 percent from .12 percent .,1,True
896,"the women said those rape victims who did come forward were routinely punished for minor infractions while their assailants escaped judgement , prompting most victims to remain silent .",the women said victims of rape who came forward routinely were punished for minor infractions while their assailants escaped judgment .,0,True
897,"at least 154 people , most of them opposition activists or officials , were arrested across the country monday , police spokesman wayne bvudzijena said in  statement .","police spokesman wayne bvudzijena said in  statement that at least 154 people , most of them opposition activists or officials , were arrested across the country monday .",1,at least 154
898,"lesser rewards of $ 15 million each were offered for the same information about his sons , uday and qusay .","similar rewards were offered for his two sons and lieutenants , uday and qusay .",1,False
899," the steps that the iranians claim to have taken in terms of capturing al-qaida are insufficient ,  said ari fleischer , the white house press secretary ."," the steps that the iranians claim to have taken in terms of capturing al-qaeda are insufficient ,  fleischer said .",1,True
900," they drive around in their cars , while people are being killed 500 metres away ,  he said on sunday ."," what they are doing right now is they drive around in their cars , while people are being killed 500 metres away .",1,True
901," this case was both mentally challenging and emotionally exhausting ,  said the foreman , jim wolfcale ,  41-year-old minister .","jim wolfcale , the jury foreman and  minister , said ,  this case was both mentally challenging and emotionally exhausting . ",1,True
902,"united hasn ' set  starting date for the unit , known within the chicago-based company as starfish .",starfish is united ' second attempt at  low-cost unit within the larger company .,0,False
903,vial estimated that 250 to 500 vehicles were stranded overnight after the pass through the siskiyou mountains was closed sunday night .,"john vial , district manager for the oregon department of transportation , estimated that 250 to 500 vehicles were stranded overnight after the siskiyou pass was closed sunday night .",1,True
904,they said they only wanted to entertain people and win the best float prize and were fired for exercising their free-speech rights .,they said they only wanted to be entertaining and win the  prize and were fired for exercising free-speech rights .,1,False
905," this is one of the most important solutions for portable gaming ,  nintendo  &  general manager satoru okada said in  statement .","this is one of the most important solutions for portable gaming ,  said satoru okada , general manager of nintendo ' research and engineering department .",1,True
906," it is wasting both water and money ,  ortega said tuesday ."," it '  waste of water and money ,  said adan ortega ,  metropolitan vice president .",1,False
907,"the united states says ,882 americans remain listed as missing in action and unaccounted for from the vietnam war .","america says ,882 of its service personnel are listed as missing in action and unaccounted for .",1,True
908,"intel spokesman dan francisco said the chip maker is looking into the issue , but declined to elaborate .","intel spokesman daniel francisco said the company  is looking into the problem  identified by nortel , but he declined to provide any details .",1,False
909,feith said people have misconstrued the purpose of the small intelligence review team he assembled in october 2001 .,feith said critics have misrepresented the work of the special intelligence group he set up in october 2001 .,1,False
910,"also in the majority were chief justice william . rehnquist and justices john paul stevens , sandra day  'connor , ruth bader ginsburg and stephen . breyer .","chief justice william . rehnquist and justices john paul stevens , sandra day oconnor , ruth bader ginsburg and stephen breyer agreed with souter .",1,False
911,netanyahu and his advisers say the changes are necessary to permit israel to compete successfully in the global marketplace and attract investment .,the government says the changes are necessary if israel is to compete successfully in the global marketplace and attract investment .,1,False
912,treasuries were dragged lower on friday as shorter-dated debt was roiled by conflicting reports on the likelihood of an aggressive easing in .. interest rates .,treasury prices slouched lower on friday as conflicting messages on the prospects of an aggressive cut in .. interest rates left some investors nursing losses and  grudge .,0,False
913,"the technology-laced nasdaq composite index .ixic was up 14.35 points , or .89 percent , at ,617.91 .","the standard & poor ' 500 index .spx gained 13.68 points , or .42 percent , at 977.27 .",0,True
914," what can  say to you ?  he told  crowd at  cemetery with  thousand headstones , many of them marking the graves of entire families .","mr. powell told  crowd at  cemetery with  thousand headstones , many of them marking the graves of entire families .",0,True
915,"but the quartet is divided three-to-one , the united states against the rest , on the question of whether they should treat arafat as the representative of the palestinian people .","but quartet members are divided - , the united states against the rest , on whether they should treat arafat as the representative of the palestinian people .",1,True
916,"kaichen ' former landlord , carol halperin of chappaqua , said kaichen told her she volunteered at ground zero after the attack .","kaichen ' former landlord , carol halperin of chappaqua , said kaichen claimed to have volunteered at ground zero in the aftermath of the attack .",1,kaichen
917,"the american women , who are defending champions , will play in philadelphia on sept . 25 and conclude group competition in columbus on sept . 28 .","the .. women , who are defending champions , will play on sept . 25 in philadelphia and conclude group competition on sept . 28 in columbus , ohio .",1,True
918,verisign introduced its site finder service on sept . 15 .,the battle around verisign   three-week-old site finder service rages on .,0,False
919,"when the bomb exploded at the casa de españa , customers were eating dinner and playing bingo .","at the casa de espaa , customers were eating dinner and playing bingo when  bomb went off .",1,True
920, ' never going to forget this day ., am never going to forget this throughout my life . ,1,True
921,"aventis , based in strasbourg , france , is one of  handful of companies that still make the flu vaccine .","aventis , based in strasbourg , france , is one of the leading producers of the vaccine and one of  handful of companies that still make it .",0,True
922,the labor day race for fontana has gained momentum since the series visited the speedway for the auto club california 500 last april .,the push to schedule  labor day race at california speedway has gained momentum since the series visited the race track for the auto club california 500 in april .,1,False
923,"to date , 152 communities and the legislatures of alaska , hawaii and vermont have approved resolutions condemning the act .","about 150 local governments , including those of carrboro , alaska , hawaii and vermont , have approved similar resolutions .",1,False
924,the warning was the most serious the 15-nation bloc has sent iran since they began negotiating  trade and cooperation agreement late last year .,it would be most serious warning since the 15-nation bloc has sent iran since they began negotiating  trade and cooperation agreement late last year .,1,True
925,"london-based ncri official ali safavi told reuters :  we condemn this raid , which is in our view illegal and morally and politically unjustifiable . "," we condemn this raid which is in our view illegal and morally and politically unjustifiable ,  london-based ncri official ali safavi told reuters by telephone .",1,True
926,that comment undercut his remarks in an interview on tuesday that the ecb had not exhausted its ammunition for rate cuts .,his comments diluted remarks reported in an interview on tuesday saying the ecb had not exhausted its ammunition for rate cuts .,1,False
927,the committee was appointed by defense secretary donald rumsfeld under orders from congress .,the public hearing is the second for the panel created by defense secretary donald rumsfeld under pressure from congress .,0,False
928,"in two weeks , he 'll probably send out peace rules in the preakness .",frankel said peace rules will run in the preakness stakes on may 17 .,1,False
929,"on friday , the .. department of labour reported that the .. economy shed another 48,000 jobs in april , while the jobless rate jumped to  per cent .","those numbers showed the .. economy shed another 48,000 jobs in april , while the jobless rate jumped to  per cent .",1,False
930,"at  press conference thursday , the group claimed it had obtained . million signatures on petitions opposing the recall , although the petitions have no legal effect .","opponents said they had . million signatures on petitions opposing the recall , though those petitions would have no legal effect .",1,opponents said they had
931,the american stock exchange biotech index .btk surged  percent .,the philadelphia stock exchange ' semiconductor index .soxx jumped .10 percent .,0,True
932,"the blue-chip dow jones industrial average .dji climbed 164 points , or .91 percent , to ,765.38 , brushing its highest levels since mid-january .","the blue-chip dow jones industrial average .dji tacked on 97 points , or .14 percent , to ,699 .",0,True
933,"the study also found that consumer goods advertisers continued to spend the most dollars online , representing 35 % of all web advertising .","in the second quarter , consumer advertisers continued to spend the most online , slightly increasing their share .",0,True
934,"the broader standard & poor ' 500 index rose .42 points , or .34 percent , to ,007.84 .","the technology-laced nasdaq composite index .ixic was down .55 points , or .09 percent , at ,744.91 .",0,True
935," fifth member of the  lackawanna six ,  young yemeni-american men accused of training at an al-qaida terrorist camp , pleaded guilty monday to supporting terrorism .", fifth member of an alleged terrorist sleeper cell in  buffalo suburb pleaded guilty monday to supporting terrorism .,1,False
936,"another big gainer was rambus inc . ( nasdaq : rmbs - news - people ) , which shot 32 percent higher .","rambus inc . ( nasdaq : rmbs - news - people ) shot up 38 percent , making it the biggest percentage gainer on the nasdaq .",0,True
937," we are expending all available resources toward the investigation ,  said assistant .. attorney todd greenberg ,  counterterrorism prosecutor in seattle ."," we are aware of the situation ,  said assistant us attorney todd greenberg ,  counter-terrorism prosecutor in seattle .",0,True
938,"the impact of these shortages , .. energy secretary spencer abraham warned yesterday ,  will touch virtually every american . ","the .. administration cranked up concerns of impending natural gas shortages yesterday ,  supply crunch that officials said  will touch virtually every american . ",0,True
939,the .. state department travel warning said the threat to aircraft by terrorists using shoulder-fired missiles continues in kenya and includes nairobi .," the threat to aircraft by terrorists using shoulder-fired missiles continues in kenya , including nairobi ,  it said .",1,True
940,"lawyers and others familiar with the federal investigation say it remains focused on campbell , though prosecutors declined to discuss the probe .","while federal prosecutors refuse to discuss the investigation , lawyers and others familiar with it say it remains focused on campbell .",1,False
941,"wal-mart , the nation ' largest private employer , has expanded its anti-discrimination policy to protect gay and lesbian employees , company officials said tuesday .","wal-mart stores inc . , the nation ' largest private employer , will now include gays and lesbians in its anti-discrimination policy , company officials said wednesday .",1,wal-mar
942,"she was 26 then , and  friend tipped her to another position and told her whom to call .","westermayer was 26 then , and  friend and former manager who knew she was unhappy in her job tipped her to another position .",0,True
943,"if successful , the  muses-  will be the first probe to make  two-way trip to an asteroid .","if successful , it will be the first to bring back  rock sample from an asteroid , kawaguchi said .",0,True
944,the first of those discussions is expected to get under way in the next three to five months .,we hope to have the first of these discussions within the next three to five months . ,1,True
945,the support will come as  free software upgrade called webvpn for current customers that have support contracts .,the upgrade will be available as  free download for current customers with smarnet support in january 2004 .,1,True
946, bill that would have fully legalized marijuana for medical purposes in connecticut was narrowly defeated in the house of representatives on wednesday .," move to legalize marijuana for medical use was defeated yesterday in the state house of representatives , 79-64 .",1,False
947,"terri schiavo , 39 , suffered severe brain damage following  heart attack 13 years ago .",she suffered severe brain damage following  heart attack in 1990 .,1,True
948," never punished  victim , ' ' said brigadier general taco gilbert , the school ' former number two officer ."," never blamed  victim ,  never punished  victim , ' ' said brig. gen. taco gilbert , the school ' former no.  officer .",0,brigadier
949," if they want to replace 11i with peoplesoft , now that would make sense . ",to replace oracle 11. with peoplesoftthat would be  move that makes sense . ,1,True
950,dixon was otherwise the class of the field at pikes peak international raceway .,scott dixon eventually made winning the honda indy 225 look easy sunday at pikes peak international raceway .,0,False
951,"simon shares tuesday closed up 42 cents , or about  percent , at $ 39.45 on the new york stock exchange .",simon property ' shares rose 42 cents to $ 39.45 at the close of new york stock exchange trading tuesday .,1,False
952,"while waiting for  bomb squad to arrive , the bomb exploded , killing wells .",the bomb exploded while authorities waited for  bomb squad to arrive .,0,False
953,"anhalt said children typically treat  20-ounce soda bottle as one serving , while it actually contains   /  servings .","for example , anhalt said , children typically treat  20-ounce soda bottle as one serving , although it actually contains   -ounce servings .",1,True
954,"sabri yakou , an iraqi native who is  legal .. resident , appeared before  federal magistrate yesterday on charges of violating .. arms-control laws .","the elder yakou , an iraqi native who is  legal .. resident , appeared before  federal magistrate wednesday on charges of violating .. arms control laws .",1,True
955,"that fire devastated timber on the reservation , charred 469,000 acres and destroyed 491 homes in surrounding communities .","that fire devastated the reservation ,  nearby national forest and several communities , burning 469,000 acres and destroying 491 homes .",1,True
956,"sliding down the ice , moriarty and carella hit the spongy , rocky floor of the river and immediately felt the pull .","sliding down the embankment , the two rescuers hit the spongy , rocky floor of the river and immediately felt the pull .",1,False
957,waksal has pleaded guilty to securities fraud and is to be sentenced next week .,"waksal pleaded guilty to insider trading charges last year , and he is scheduled to be sentenced june 10 .",1,True
958,but skeptics are concerned about the ease with which vendors can use these hardware-based security features to set digital rights management policies .,but skeptics are concerned about the ease at which these hardware-based security features could be used to set digital rights management policies by vendors .,1,True
959,strayhorn said it was the first time in texas history  comptroller had not certified the appropriations act .,"in  news release thursday , strayhorn said this was the first time  comptroller rejected  budget .",1,False
960,"the company added ,  until more facts are presented , lindows.com will not take  position as to the validity of the claims presented by either side . "," until more facts are presented , lindows.com will not take  position as to the validity of the claims presented by either side ,  lindows said in  statement .",1,False
961,".. wireless restated its financial results when fraud was uncovered , increasing its fiscal year 2000 loss to $ 17 million from $ 11 million .","after the fraud was discovered , san ramon-based .. wireless restated its financial results , increasing its fiscal year 2000 loss from $ 11. million to $ 17. million .",1,True
962,"  expect japan to keep conducting intervention , but the volume is likely to fall sharply ,  said junya tanase , forex strategist at jp morgan chase .","junya tanase , forex strategist at jp morgan chase , said   expect japan to keep conducting intervention , but the volume is likely to fall sharply . ",1,True
963,"the valid signatures of 897,158 registered california voters must be collected and turned in to county election officials by sept .  .","to force  recall election of davis , the valid signatures of 897,158 registered california voters must be turned in to election officials .",0,True
964,"but forest , the freedom organisation for the right to enjoy smoking tobacco , said : ' ' mention the word prohibition and everyone knows what happened there .","forest , the freedom organisation for the right to enjoy smoking tobacco , said it had greeted the lancet ' call with  amusement and disbelief '  .",0,"forest , the"
965,"dotson was arrested july 21 after calling 911 , saying he needed help because he was hearing voices , authorities said .","authorities picked up dotson on july 21 after he called 911 , saying he needed help because he was hearing voices , authorities said .",1,True
966,"after his retirement , foley served as assistant secretary of energy for defense programs under president ronald reagan .","after retiring , he was appointed assistant secretary of energy for defense programs by then-president ronald reagan in 1985 .",1,True
967,"still , the  somewhat ambiguous ruling  might be  setback for static control depending on how it developed its competing product , merrill lynch analyst steven milunovich said .",but merrill lynch analyst steven milunovich said the  somewhat ambiguous ruling  by regulators might be  setback for static control depending on how it developed its competing product .,1,True
968,"according to tuesday ' report , consumers ' assessment of current conditions was less favourable than  month earlier .",consumers ' assessment of current conditions was less favorable than last month .,1,consumers ' assessment
969,"barbini said the union may reach  compromise with the united states but it wants  system for labeling such foods , something the industry successfully fought here .","barbini said the eu may reach  compromise but it wants  system for labeling such foods , something the industry has resisted .",1,True
970," it seems clear the climate is changing ,  he said , asked to explain the flooding that keeps ravaging the southeast ."," it seems clear the climate is changing ,  he said when asked to explain flooding that has ravaged this part of southeast france two years in succession .",1,True
971,"hilsenrath was also indicted on 33 counts of wire fraud , which each carry  maximum penalty of five years in prison ,  $ 250,000 fine and restitution .","each of those counts carries  maximum penalty of five years in prison and  $ 250,000 fine plus restitution .",0,True
972,"revenue rose . percent , to $ .63 billion from $ .57 billion .","the mclean , virginia-based company said newspaper revenue increased  percent to $ .46 billion .",0,True
973,"in september , hewlett-packard signed  development and marketing deal with the company .",four months later it signed  joint marketing agreement with hewlett-packard co .,1,True
974,"telemarketers who call numbers on the list after oct.  could face fines of up to $ 11,000 per call .","under the law , telemarketers who call numbers on the list can be fined up to $ 11,000 for each violation .",1,True
975,aftra members approved the merger by  vote of 75.88 % to 24.12 % .,"aftra , on the other hand , approved the merger by  whopping 75 percent .",1,True
976,two of them are on an initial list of six detainees who could be tried by the military tribunal .,begg and abbasi feature on an initial list of six detainees who could be tried by the military tribunal .,1,True
977,the dead cavalry have been honored for more than  century with  hilltop granite obelisk and white headstones .,the dead cavalrymen are honored with  hilltop granite obelisk and white headstones .,1,True
978,"under the new pricing scheme , universal would lower its wholesale price on  cd to $ .09 from $ 12.02 .",the company said it would cut the wholesale price of most top-line cds to $ .09 from $ 12.02 .,1,True
979,"they boy ' father , terrance cottrell sr. , 33 , said yesterday he wants everyone involved in his son ' death to be held responsible .","terrance ' father , terrance cottrell sr. , told the milwaukee journal sentinel on monday that he wants everyone involved in his son ' death to be held responsible .",1,terrance
980,the two companies said powderject ' strong .. position would complement chiron ' european presence .,"powderject ' strong .. position will complement chiron ' european presence , analysts said .",1,powderject '
981,higher courts have ruled that the tablets broke the constitutional separation of church and state .,the federal courts have ruled that the monument violates the constitutional ban against state-established religion .,1,False
982,the interest rate sensitive two year schatz yield was down . basis points at .99 percent .,the swedish central bank cut interest rates by 50 basis points to . percent .,0,False
983,it represents an important opportunity to put  halt to  national effort aimed at removing any religious phrase or reference from our culture . ," this case represents an important opportunity to put  halt to  national effort aimed at removing any religious phrase or reference from our culture ,  sekulow said .",1,True
984,the new sensor  dubbed canary for ' ' cellular analysis and notification of antigen risks and yields ' '  hijacks this natural process with two important changes .,"the team has named the sensor canary , for cellular analysis and notification of antigen risks and yields .",0,canary hijacks
985,"started on christmas day in 1931 , the met ' matinee broadcasts have introduced opera to millions of people around the world .","started on christmas day in 1931 with humperdinck '  hansel and gretel ,  the met matinee broadcasts have introduced opera to millions of people around the world .",1,humperdin
986,guidant said it will continue to ship the product and provide support to doctors and patients through october 2003 .,"guidant officials said monday that menlo park , calif.-based endovascular would continue to ship the device and provide support to patients until october .",1,False
987,"the boy also sprayed the room full of retardant from fire extinguishers , which made it hard to see , the chief said .","the boy fired once into  wall and sprayed the room with fire extinguishers , making it hard to see , the chief said .",0,True
988,"security experts are warning that  new mass-mailing worm is spreading widely across the internet , sometimes posing as -mail from the microsoft founder ."," new worm has been spreading rapidly across the internet , sometimes pretending to be an -mail from microsoft chairman bill gates , antivirus vendors said monday .",1,new mass-mail
989,but jt was careful to clarify that it was  not certain about the outcome of the discussion at this moment  .," however , we are not certain about the outcome of the discussion at this moment . ",0,False
990,"the .. capitol was evacuated yesterday after authorities detected  possibly hazardous material in the basement of the senate wing , capitol police said .",".. capitol police evacuated the capitol yesterday after  sensor detected  possible biohazard in the senate wing , but authorities later said it was  false alarm .",0,False
991,campaign officials said the moves may have been  source of some friction with fowler .,aides to the general said mr. segal ' arrival could have been the source of friction with mr. fowler .,1,False
992,troubled devil rays prospect josh hamilton ' promising future is in doubt after an announcement monday he will miss the season because of unspecified personal problems .,troubled devil rays prospect josh hamilton ' promising future is in doubt after the devil rays announced monday night that he will miss the season because of unspecified personal problems .,1,josh ham
993,he arrives later this week on the first state visit by  us president .,mr bush arrives on tuesday on the first state visit by an american president .,1,a paraphrase
994,july 1st is the sixth anniversary of hong kong ' return to chinese rule .,the rally overshadowed ceremonies marking the sixth anniversary of hong kong ' return to china on  july 1997 .,0,False
995,"the commission dropped charges that patton improperly appointed conner to the kentucky lottery board and that he improperly appointed conner ' then-husband , seth , to the agriculture development board .","patton also appointed conner to the kentucky lottery board and appointed seth conner to the agriculture development board , the commission says .",0,False
996,"the   /  -ton probe will plunge into the thick jovian atmosphere today at  : 49 .. eastern time , disintegrating moments later from the friction generated by its 108,000-mph free-fall .","the   / -ton probe will plunge into the thick jovian atmosphere today at  : 49 .. mdt , disintegrating moments later from the friction generated by its 108,000 mph free-fall .",1,True
997,"sen. michael crapo , -idaho , chairman of the subcommittee that will consider the nomination , is  longtime friend .","and sen. michael crapo , -idaho , chairman of the subcommittee that first will take up the nomination , is  longtime friend of kempthorne ' .",1,True
998,"if senator clinton does decide to run in 2008 , she cannot announce her candidacy before 2006 , which is when she faces re-election for the senate .","if mrs clinton does decide to contest the 2008 election , she cannot announce her candidacy before 2006 , which is when she faces re-election for the senate .",1,True
999,people who have opposed these actions throughout are now trying to find fresh reasons to say this wasn ' the right thing to do . , what is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do . ,1,False
1000,"intel sells the current top pentium for us $ 637 in quantities of ,000 .",intel ' current pentium  chips have 512k bytes of cache .,0,False
1001,six democrats are vying to succeed jacques and have qualified for the feb.  primary ballot .,six democrats and two republicans are running for her seat and have qualified for the feb.  primary ballot .,1,True
1002,"the volatile mix could drag the session beyond the four days allotted by bush , said senate president jim king .","the senate might support capping noneconomic damages beyond the $ 250,000 gov. jeb bush proposes , said senate president jim king .",0,False
1003,"reuters witnesses said many houses had been flattened and the city squares were packed with crying children and the homeless , huddled in blankets to protect them from the cold .","reuters witnesses said public squares were packed with crying children and people left homeless , huddled in blankets to protect them from the cold .",0,True
1004," good cause has been clearly shown that such change of venue is necessary to ensure  fair and impartial trial ,  prince william county circuit judge leroy millette jr. wrote .",circuit judge leroy millette said it  has been clearly shown that such  change of venue is necessary to ensure  fair and impartial trial . ,1,False
1005,john hickenlooper had 65 percent of the vote to 35 percent for city auditor don mares .,"hickenlooper clobbered city auditor don mares , 46 , in the tuesday runoff .",0,False
1006,encana also reaffirmed its forecast of 10 per cent internal sales growth in 2003 and 2004 .,looking ahead the company confirmed its forecast of 10 per cent internal sales growth in 2003 and 2004 .,1,True
1007,"new line cinema ' prequel comedy ,  dumb and dumberer : when harry met lloyd  opened with $ 11. million .","the idiot-buddy prequel dumb and dumberer : when harry met lloyd debuted at no.  , with $ 11. million .",0,True
1008," it still remains to be seen whether the revenue recovery will be short or long lived ,  he said ."," it remains to be seen whether the revenue recovery will be short- or long-lived ,  said james sprayregen , ual bankruptcy attorney , in court .",1,True
1009,"that compared with  year-earlier profit of $ 102 million , or 13 cents  share .","that was more than double the $ 102 million , or 13 cents  share , for the year-earlier quarter .",0,True
1010,chavez said investigators feel confident they 've got  at least one of the fires resolved in that regard . ,albuquerque mayor martin chavez said investigators felt confident that with the arrests they had  at least one of the fires resolved . ,1,True
1011," we 've got quality players ,  said pirates manager lloyd mcclendon .","there was some counterpunching out there , manager lloyd mcclendon said .",0,False
1012," we believe that it is not necessary to have  divisive confirmation fight over  supreme court appointment ,  daschle wrote ."," we believe that it is not necessary to have  divisive confirmation fight ,  daschle of south dakota wrote the republican president .",1,False
1013,agriculture secretary luis lorenzo told reuters there was no damage to the vital rice crop as harvesting had just finished .,agriculture secretary luis lorenzo said there was no damage to the vital rice crop as the harvest had ended .,1,True
1014,"since it expanded its shipments to the united states , hulett has captured  significant share of the .. market .","since hulett dramatically expanded its shipments to the us in 2000 , it has captured  significant share of the us market .",1,True
1015,china ' health ministry said five more people had died of sars and  further 159 were infected .,"on monday , china said nine more people had died from sars and that 160 more were infected with the virus .",0,chinese
1016," the figures are becoming catastrophic ,  said dr. patrick pelloux , the president of the association of emergency room physicians .","this is unacceptable ,  said patrick pelloux , the president of france ' association of emergency doctors .",0,False
1017,"this is  good day for americas farmers , said sen. charles grassley , an iowa republican , in reaction to the administration announcement ."," this is  good day for america ' farmers ,  said sen. charles grassley , -iowa , in reaction to the administration announcement .",1,True
1018,but the cancer society said its study had been misused .,the american cancer society and several scientists said the study was flawed in several ways .,0,False
1019,russin did not comment ; his lawyer did not attend the hearing and did not return phone messages .,"his lawyer ,  cousin , basil russin , did not attend the hearing and did not return phone messages .",0,False
1020," he ' made it plain that if we think we are facing  suicide bomber , we should shoot first and ask questions later ,  one senior officer said .","one senior officer said :  he ' made it plain that if we think we are facing  suicide bomber , we should shoot first and ask questions later . ",1,True
1021,tight media controls and the remote location of the northern village where the fighting broke out made it impossible to confirm what happened .,tight media controls and the remote location of the clash made it impossible to confirm what happened .,1,False
1022,"several shots rang out in the darkness , but only one gator had been killed by 11 ..","several shots rang out wednesday night , but no gators were killed then .",1,True
1023,"sales of $ 21. billion , up 10 percent from $ 19. billion  year ago , were ahead of wall street ' estimate of $ 21. billion .","microsoft posted sales of $ . billion , up from $ . billion  year ago and ahead of analysts ' estimates of $ . billion .",1,True
1024,"dr. sutherland , 65 , was  co-founder of evans & sutherland , an early maker of high-performance computers .","sutherland is the 65-year-old computing pioneer who co-founded evans & sutherland , which made high-performance graphics computers .",1,True
1025,kodak said the practiceworks deal is expected to add about $ 215 million to its revenue in the first full year after the acquisition .,"the practiceworks acquisition is expected to add about $ 215 million to kodak ' revenue in the first full year , be slightly dilutive through 2005 , and accretive thereafter .",0,True
1026,he also said the academy will get its own internal report next week detailing the seriousness of the remaining problem .,"the academy will get its own internal report next week and it will be made public , rosa said .",0,False
1027,the bill says that  woman who undergoes such an abortion couldn ' be prosecuted ., woman who underwent such an abortion could not be prosecuted under the bill .,1,False
1028,"international rescue workers are scouring flattened debris for survivors in iran ' shattered ancient silk road city of bam after  violent earthquake killed more than 20,000 people .",international rescue workers hacked desperately through flattened debris for survivors and cemeteries overflowed in iran ' ancient silk road city of bam yesterday .,0,"more than 20,000"
1029,"unless their parents submit written objections , students , regardless of citizenship status , would be required to participate in the pledges and the minute of silence .","unless their parents submitted  written objection , students , regardless of citizenship status , would be required to participate in the pledges and moment of silence .",1,True
1030,shares of allergan fell 14 cents to close at $ 78.12 on the new york stock exchange ( news - web sites ) .,shares of allergan were up 14 cents at $ 78.40 in late trading on the new york stock exchange .,0,False
1031,"scott mcclellan ,  white house spokesman , called the decision  troubling and flawed . ",white house spokesman scott mcclellan called the padilla ruling  troubling and flawed .,1,True
1032,team president ken sawyer told the pittsburgh post gazette sunday that lemieux has not spoken to him about selling his interest in the penguins or about playing for another team .,team president ken sawyer said yesterday that lemieux has not spoken to him about selling his interest in the penguins or about playing for another team .,1,team president ken
1033,muhammad ' trial began oct. 14 in nearby virginia beach .,his trial was moved to virginia beach .,0,False
1034," until this site was reported , the earliest site in bering land-bridge area was dated at about 11,000 years ago ,  grayson said ."," until this site was reported , the earliest site in the bering land bridge area was dated at about 11,000 years ago . ",1,True
1035,"the nasdaq composite index added 30.46 points , or  percent , to ,520.15 .","the nasdaq had  weekly gain of 17.27 , or . percent , closing at ,520.15 after gaining 30.46 yesterday .",0,True
1036,stanford ( 51-17 ) and rice ( 57-12 ) will play for the national championship tonight .,rice ( 57-12 ) and stanford ( 51-17 ) will meet in  winner-take-all matchup at  : 05 .. monday .,1,True
1037,grassley and baucus rejected any disparity in drug benefits .,grassley and baucus said they had rejected that approach in their plan .,1,False
1038,"an outspoken opponent of terrorism , said ' key political allies were palestinian intellectuals and civic leaders outside the arafat-dominated plo and palestinian authority .","an outspoken opponent of terrorism , professor said ' principal political allies were among the palestinian intellectuals and civic leaders who have stood aside from the arafat-dominated plo and palestinian authority .",1,principal political allies
1039," in fact ,  was physically sick several times at this stage , because he looked so desperate ,  she said .","speaking about the day before he was found dead , she said :   was physically sick several times at this stage because he looked so desperate .",1,True
1040,"the sunshine group ltd represented the developers , the related companies and apollo real estate advisors lp , on the deal .","the developers , the related cos. and apollo real estate advisors , hope sales top $  billion .",0,True
1041,"the lawyer for hollins jr . , thomas royce , has said his client had no link to the company that owned and operated e2 .","calvin hollins jr . '  attorney , thomas royce , repeatedly has said his client had no link with the company that owned and operated e2 .",1,False
